PRODUCT_ID,MANUFACTURER,DEPARTMENT,BRAND,COMMODITY_DESC,SUB_COMMODITY_DESC,CURR_SIZE_OF_PRODUCT
819573,165,GROCERY,National,FRZN VEGETABLE/VEG DSH,FRZN BAGGED VEGETABLES - PLAIN,16 OZ
819578,2060,DRUG GM,National,HAND/BODY/FACIAL PRODUCTS,FACIAL SOAPS-SCRUBS-MASKS,30 CT
819590,2281,GROCERY,National,CAT FOOD,DRY CAT FOOD (CAT CHOW/FRISKIE,3.5 LB
819591,69,GROCERY,Private,SPICES & EXTRACTS,SPICES & SEASONINGS,.56 OZ
819593,6201,GROCERY,National,DOMESTIC WINE,PREMIUM 750ML WINES,750 ML
819594,673,PRODUCE,National,BERRIES,BLUEBERRIES,PT
819612,1123,GROCERY,National,HISPANIC,MEXICAN DINNERS AND FOODS,7.6 OZ
819656,764,DRUG GM,National,FEMININE HYGIENE,FEM. HYGN.NAPKINS, 
819675,1694,DRUG GM,National,PLASTIC HOUSEWARES,PANTRY,3.2 QT
819686,958,COSMETICS,National,MAKEUP AND TREATMENT,MAYBELLINE, 
819690,1645,GROCERY,National,DRY SAUCES/GRAVY,SEAFOOD-MISC-SAUCES/MARIN-DRY,2 OZ
819727,380,GROCERY,National,CAT FOOD,CAN CATFD GOURMET/SUP PREM (GR,3 OZ
819748,69,GROCERY,Private,SPICES & EXTRACTS,SPICES & SEASONINGS,3.25 OZ
819757,2737,DRUG GM,National,BOOKSTORE,PAPERBACK BOOKS, 
819765,69,GROCERY,Private,CHEESE,NATURAL CHEESE EXACT WT CHUNKS,8 OZ
819827,2004,NUTRITION,National,NON-DAIRY BEVERAGES,SOY BEVERAGE,1/2 GAL
819834,781,GROCERY,National,MEAT - SHELF STABLE,LUNCHEON MEAT,12 OZ
819840,2,PRODUCE,National,PEPPERS-ALL,PEPPERS JALAPENO,10 LB
819845,5,GROCERY,Private,COUPON/MISC ITEMS,CAN DOG FOOD RATION (TRIX/VETS, 
819849,69,GROCERY,Private,SPICES & EXTRACTS,SPICES & SEASONINGS,.812 OZ
819890,1046,GROCERY,National,DRY MIX DESSERTS,GELATIN,3 OZ
819892,178,DRUG GM,National,GREETING CARDS/WRAP/PARTY SPLY,SPECIAL EVERYDAY, 
819906,380,GROCERY,National,DOG FOODS,CAN DOG FOOD (SKIPPY/PEDIGREE/,13.2 OZ
819927,1251,GROCERY,National,PASTA SAUCE,MAINSTREAM,26 OZ
819933,751,DRUG GM,National,ADULT INCONTINENCE,ADULT INCONTINENCE MISC PRODUC,24 CT
819969,960,GROCERY,National,SNACK NUTS,NUTS OTHER,6 OZ
819978,3544,DELI,National,CHEESES,CHEESE: PROCESSED BULK, 
819982,236,GROCERY,National,FRZN BREAKFAST FOODS,WAFFLES/PANCAKES/FRENCH TOAST,17.3 OZ
819993,1030,GROCERY,National,FRZN BREAKFAST FOODS,FRZN BREAKFAST ENTREES/SANDWIC,26 OZ
820011,1046,GROCERY,National,DRY BN/VEG/POTATO/RICE,RICE - INSTANT & MICROWAVE,42 OZ
820037,1787,DRUG GM,National,MAGAZINE,CRAFTS/SEWING-MAGAZINE, 
820082,1251,GROCERY,National,MEAT - SHELF STABLE,PASTA: CANNED,14.75 OZ
820122,69,MEAT-PCKGD,Private,BACON,ECONOMY,12 OZ
820158,69,GROCERY,Private,DRY MIX DESSERTS,GELATIN,.3 OZ
820160,1377,GROCERY,National,CONDIMENTS/SAUCES,HOT MUSTARD/SPECIALTY MUSTAR,8OZ
820162,1333,DRUG GM,National,COFFEE FILTERS,COFFEE FILTERS, 
820165,2,PRODUCE,National,CITRUS,ORANGES NAVELS ALL, 
820198,2678,DELI,National,CHEESES,CHEESE:SPECIALTY PREPACK,7 OZ
820222,15,NUTRITION,National,CHIPS&SNACKS,TORTILLA CHIPS,7 OZ
820291,69,GROCERY,Private,LAUNDRY ADDITIVES,FABRIC SOFTENER SHEETS,80 CT
820296,673,FLORAL,National,FLORAL-FRESH CUT,TULIPS,5 STEM
820301,1276,GROCERY,National,WATER - CARBONATED/FLVRD DRINK,NON-CARB FLVRD DRNKNG/MNRL WAT,101.4 OZ
820321,415,GROCERY,National,LAUNDRY DETERGENTS,LIQUID LAUNDRY DETERGENTS,32 LOAD
820333,1789,GROCERY,National,HOT CEREAL,STANDARD OATMEAL,16 OZ
820341,5743,PRODUCE,National,NUTS,PECANS SHELLED,16 OZ
820347,584,GROCERY,National,HOT CEREAL,INSTANT OATMEAL,14.2 OZ
820352,751,DRUG GM,National,FEMININE HYGIENE,FEM. HYGN. TAMPONS,18CT
820361,1557,GROCERY,National,BEANS - CANNED GLASS & MW,VARIETY BEANS - KIDNEY PINTO,15.5 OZ
820369,2572,GROCERY,National,SOFT DRINKS,TEA SWEETENED,16 OZ
820378,4951,DRUG GM,National,LAXATIVES,LAXATIVES, 
820429,69,GROCERY,Private,OLIVES,GREEN OLIVES,7 OZ
820466,2,PRODUCE,National,CITRUS,LEMONS, 
820486,151,GROCERY,National,FRZN MEAT/MEAT DINNERS,FRZN SS PREMIUM ENTREES/DNRS/T,10 OZ
820491,1702,DRUG GM,National,BROOMS AND MOPS,MOPS: SPONGE DECK DUST, 
820499,187,NUTRITION,National,CHIPS&SNACKS,SPECIALTY SNACKS (SOYNUTS/TRAI,4.5 OZ
820518,5545,PRODUCE,National,ORGANICS FRUIT & VEGETABLES,ORGANIC BERRIES,1 LB
820521,5645,NUTRITION,National,JUICE,JUICE (OVER 50% JUICE),17.5 OZ
820551,5258,GROCERY,National,BAKING MIXES,LAYER CAKE MIX,18.5 OZ
820560,1487,GROCERY,National,YOGURT,YOGURT NOT MULTI-PACKS,6 OZ
820580,6201,GROCERY,National,DOMESTIC WINE,POPULAR 750ML WINES,750 ML
820582,560,GROCERY,National,MARGARINES,MARGARINE: TUBS AND BOWLS,3 LB
820612,69,GROCERY,Private,SOFT DRINKS,SOFT DRINKS 20PK&24PK CAN CARB,24 PK
820616,2317,DRUG GM,National,STATIONERY & SCHOOL SUPPLIES,MESSAGE CENTER/SIGNING, 
820656,2389,GROCERY,National,IMPORTED WINE,SOUTH AMERICAN WINES,750 ML
820667,1766,GROCERY,National,TEAS,TEA BAGS HERBAL & FLAVORED,20 CT
820701,69,GROCERY,Private,PICKLE/RELISH/PKLD VEG,PICKLD VEG PEPPERS ETC,16 OZ
820733,373,COSMETICS,National,MAKEUP AND TREATMENT,COVERGIRL, 
820752,917,DRUG GM,National,BATTERIES,ALKALINE BATTERIES,8 PACK
820801,1694,DRUG GM,National,PLASTIC HOUSEWARES,PANTRY,2 QT
820818,69,GROCERY,Private,DRY MIX DESSERTS,GELATIN,4 CT
820838,5734,GROCERY,National,HISPANIC,AUTHENTIC THAI FOODS,7 OZ
820888,1276,GROCERY,National,ISOTONIC DRINKS,ISOTONIC DRINKS MULTI-SERVE,64 OZ
820895,418,GROCERY,National,BAKED SWEET GOODS,SNACK CAKE - MULTI PACK,13 OZ
820896,1691,DRUG GM,National,STATIONERY & SCHOOL SUPPLIES,CHILDREN S ACTIVITY, 
820918,713,DRUG GM,National,DOMESTIC GOODS,KITCHEN TEXTILES, 
820919,1875,GROCERY,National,WATER - CARBONATED/FLVRD DRINK,CARBONATED WATER - FLVRD UNSWE,144OZ/12PK
820923,1543,GROCERY,National,FLUID MILK PRODUCTS,FLUID MILK WHITE ONLY,GAL
820935,5672,NUTRITION,National,SNKS/CKYS/CRKR/CNDY,COOKIES/SWEET GOODS,8 OZ
820950,4995,DRUG GM,National,BABY HBC,BABY CREAMS & OINTMENTS, 
820962,1535,GROCERY,National,TEAS,TEA BAGS HERBAL & FLAVORED,20 PK
821007,69,GROCERY,Private,PNT BTR/JELLY/JAMS,JELLY,18 OZ
821011,1515,NUTRITION,National,SNKS/CKYS/CRKR/CNDY,CRACKERS,12 OZ
821025,436,GROCERY,National,FRZN JCE CONC/DRNKS,FRZN OJ&OJ SUBSTITUTES (OVER 5,L    12 OZ
821032,890,GROCERY,National,SOUP,RTS SOUP: CHUNKY/HOMESTYLE ET,18.6 OZ
821061,1599,GROCERY,National,DRY BN/VEG/POTATO/RICE,RICE SIDE DISH MIXES DRY,8 OZ
821083,69,GROCERY,Private,EGGS,EGGS - JUMBO,1 DOZ
821088,5818,GROCERY,National,COCOA MIXES,MALTED MLK/SYRUP/PWDRS (EGGNOG,12 OZ
821112,821,DRUG GM,National,HAIR CARE PRODUCTS,SHAMPOO, 
821124,589,DRUG GM,National,J-HOOKS,JHOOK - PERSONAL CARE, 
821134,2296,DRUG GM,National,DEODORANTS,SOLID/STK DEODORANTS, 
821138,1051,DRUG GM,National,ELECTRICAL SUPPPLIES,DECOR BULBS, 
821144,1446,GROCERY,National,VEGETABLES - SHELF STABLE,CORN,15 OZ
821156,4951,DRUG GM,National,LAXATIVES,LAXATIVES, 
821174,1061,GROCERY,National,HISPANIC,MEXICAN SOFT TORTILLAS AND WRA,16 OZ
821177,2,GROCERY,National,COUPON/MISC ITEMS,MISC SALES TRANS, 
821184,1766,GROCERY,National,TEAS,TEA BAGS HERBAL & FLAVORED,20 CT
821200,544,GROCERY,National,BAG SNACKS,PRETZELS,12 OZ
821209,764,GROCERY,National,LAUNDRY DETERGENTS,LIQUID LAUNDRY DETERGENTS,32 LOAD
821215,2289,DRUG GM,National,CANDY - PACKAGED,SEASONAL CANDY BAGS NON-CHOCOL,7.3 OZ
821219,236,GROCERY,National,REFRGRATD DOUGH PRODUCTS,REFRIGERATED BISCUITS REGULAR,17.3 OZ
821240,174,GROCERY,National,PASTA SAUCE,PREMIUM,16 OZ
821267,2533,GROCERY,National,DOMESTIC WINE,PREMIUM 750ML WINES,750 ML
821271,261,DRUG GM,National,CANDY - PACKAGED,CANDY BAGS-NON CHOCOLATE, 
821281,1309,NUTRITION,National,CONDIMENTS,SALSA/DIPS,16 OZ
821292,2385,GROCERY,National,COOKIES/CONES,SANDWICH COOKIES,6.5 OZ
821316,1782,GROCERY,National,CANNED JUICES,SOFT DRINK POWDER POUCHES,1.5 OZ
821319,2021,GROCERY,National,HISPANIC,ORIENTAL OTHER SAUCES MARINAD,11.5 OZ
821324,69,GROCERY,Private,BAKING NEEDS,BAKING NUTS,6 OZ
821344,69,GROCERY,Private,CONVENIENT BRKFST/WHLSM SNACKS,FRUIT SNACKS,5.4 OZ
821408,35,DRUG GM,National,MAGAZINE,BRIDAL-MAGAZINE, 
821464,5124,PRODUCE,National,POTATOES,POTATOES SWEET&YAMS,7OZ
821465,150,GROCERY,National,FD WRAPS/BAGS/TRSH BG,FOOD STORAGE BAGS,17 CT
821553,69,SEAFOOD-PCKGD,Private,SEAFOOD - FROZEN,SEAFOOD-FRZ-RAW FILLETS,14 OZ
821556,69,GROCERY,Private,CHEESE,SHREDDED CHEESE,8 OZ
821562,181,GROCERY,National,DRY BN/VEG/POTATO/RICE,NOODLE SIDE DISH MIXES,4.8 OZ
821565,69,GROCERY,Private,FROZEN PIZZA,PIZZA/PREMIUM,11.3OZ/2CT
821612,2300,GROCERY,National,SPICES & EXTRACTS,SPICES & SEASONINGS,26 OZ
821640,69,GROCERY,Private,SHORTENING/OIL,COOKING OIL: PEANUT SAFFLOWER,34 OZ
821641,1856,DRUG GM,National,PLASTIC HOUSEWARES,BULK PLASTICS,54 QT
821648,995,GROCERY,National,CHEESE,MISCELLANEOUS CHEESE,3 3/4 OZ
821673,5717,COSMETICS,National,BATH,BATH BUBBLES-BATH SOAPS-ADDITI, 
821674,2825,MEAT,National,BEEF,LOIN - STK/CHP/SLC, 
821695,69,PASTRY,Private,ROLLS,ROLLS: SANDWICH, 
821724,69,GROCERY,Private,PAPER HOUSEWARES,PLASTIC CUPS,100 CT
821730,1282,DRUG GM,National,BABY FOODS,BABY FOOD - BEGINNER,2.5 OZ
821735,2186,MEAT-PCKGD,National,LUNCHMEAT,HAM,2.5 OZ
821741,317,GROCERY,National,CHEESE,IWS SINGLE CHEESE,16 OZ
821777,940,DRUG GM,National,SHOE CARE,SHOE CARE: LACES/POLISH/CLOT,54 IN
821780,561,DRUG GM,National,TOYS AND GAMES,POLY POOLS,5 FT
821787,2150,GROCERY,National,BAG SNACKS,PRETZELS,18 OZ
821788,2143,GROCERY,National,DRY NOODLES/PASTA,MACARONI DRY,16 OZ
821815,131,GROCERY,National,DRY SAUCES/GRAVY,GRAVY CAN/GLASS,12 OZ
821825,1094,MEAT-PCKGD,National,MISCELLANEOUS,PICKLES,32 OZ
821840,69,GROCERY,Private,PNT BTR/JELLY/JAMS,PEANUT BUTTER,28 OZ
821845,1277,DRUG GM,National,DISPOSIBLE FOILWARE,DISPOSABLE FOILWARE,2 CT
821863,2296,DRUG GM,National,HAIR CARE PRODUCTS,SHAMPOO, 
821867,61,GROCERY,National,BAKING NEEDS,BAKING CUPS,50 CT
821890,1102,GROCERY,National,BAKED SWEET GOODS,SNACK CAKE - MULTI PACK,12 OZ
821895,69,DRUG GM,Private,STATIONERY & SCHOOL SUPPLIES,SCHOOL SUPPLIES,2 CT
821923,649,PRODUCE,National,ORGANICS FRUIT & VEGETABLES,ORGANIC VEGETABLES SALAD,3 CT
821930,1318,GROCERY,National,CONDIMENTS/SAUCES,BBQ SAUCE,18 OZ
821931,2202,SALAD BAR,National,SALAD BAR,CONDIMENTS/SUPPLIES,1.5OZ
821970,69,GROCERY,Private,SHORTENING/OIL,SOLID SHORTENING,42 OZ
821974,1675,GROCERY,National,VEGETABLES - SHELF STABLE,MUSHROOMS CND & GLASS,4.5 OZ
821976,1071,GROCERY,National,FROZEN PIZZA,SANDWICHES&HANDHELDS,9 OZ
822032,751,DRUG GM,National,ADULT INCONTINENCE,ADULT INCONTINENCE PADS, 
822046,2660,DRUG GM,National,GREETING CARDS/WRAP/PARTY SPLY,PARTY SEASONAL, 
822049,69,GROCERY,Private,FRZN FRUITS,FROZEN FRUIT,16 OZ
822062,764,DRUG GM,National,DEODORANTS,ANTIPERSPIRANTS ONLY (ALL OTHE,2.7 OZ
822066,5457,DRUG GM,National,KITCHEN GADGETS,GADGETS/TOOLS, 
822073,781,GROCERY,National,SPICES & EXTRACTS,CROUTONS SALAD TOPPERS BREAD,2 OZ
822101,69,GROCERY,Private,COOKIES/CONES,VANILLA WAFER/KIDS COOKIES,12 OZ
822109,5143,DRUG GM,National,GREETING CARDS/WRAP/PARTY SPLY,CARDS EVERYDAY, 
822115,69,GROCERY,Private,REFRGRATD JUICES/DRNKS,DAIRY CASE 100% PURE JUICE OTH,GAL
822133,1051,DRUG GM,National,ELECTRICAL SUPPPLIES,DECOR BULBS, 
822140,2557,GROCERY,National,CANNED JUICES,ASEPTIC PACK JUICE AND DRINKS,10/6.75 OZ
822161,584,GROCERY,National,HOT CEREAL,GRITS,11.2 OZ
822174,317,GROCERY,National,CHEESE,NATURAL CHEESE EXACT WT CHUNKS,10 OZ
822178,910,GROCERY,National,BAKED BREAD/BUNS/ROLLS,HOT DOG BUNS,8 CT
822181,1055,PRODUCE,National,HERBS,HERBS FRESH OTHER,2/3OZ
822190,1276,GROCERY,National,WATER - CARBONATED/FLVRD DRINK,NON-CARB FLVRD DRNKNG/MNRL WAT,700 ML
822208,69,COSMETICS,Private,MAKEUP AND TREATMENT,IMPLEMENTS SETS, 
822212,4951,DRUG GM,National,SINUS AND ALLERGY,SINUS/ALLERGY - PSE, 
822225,1487,GROCERY,National,YOGURT,YOGURT MULTI-PACKS,24 OZ
822226,317,GROCERY,National,CHEESE,GRATED CHEESE,6 OZ
822241,1046,GROCERY,National,PWDR/CRYSTL DRNK MX,SOFT DRINK POWDER POUCHES,.17 OZ
822256,194,GROCERY,National,COLD CEREAL,KIDS CEREAL,12 OZ
822278,1091,GROCERY,National,HOUSEHOLD CLEANG NEEDS,TOOLS - FLOOR & FURNITURE,24 OZ
822281,5143,DRUG GM,National,GREETING CARDS/WRAP/PARTY SPLY,GIFT-WRAP EVERYDAY, 
822300,69,DRUG GM,Private,KITCHEN GADGETS,GADGETS/TOOLS, 
822339,69,GROCERY,Private,DRY SAUCES/GRAVY,SAUCE MIXES GRAVY MIXES DRY,1.5 OZ
822346,69,GROCERY,Private,CONVENIENT BRKFST/WHLSM SNACKS,FRUIT SNACKS,N  5.4 OZ
822348,69,GROCERY,Private,HISPANIC,MEXICAN SAUCESSALSAPICANTEE,26 OZ
822407,1377,GROCERY,National,MEAT - SHELF STABLE,PASTA: CANNED,15 OZ
822470,1282,DRUG GM,National,BABY FOODS,BABY FOOD - BEGINNER,4 OZ
822499,69,NUTRITION,Private,RICE CAKES,RICE CAKES,4.5 OZ
822517,151,GROCERY,National,FRZN MEAT/MEAT DINNERS,FRZN SS PREMIUM ENTREES/DNRS/T,11.5 OZ
822523,2283,NUTRITION,National,SNKS/CKYS/CRKR/CNDY,CANDY/CHOCOLATE,.5 OZ
822524,69,GROCERY,Private,SEAFOOD - SHELF STABLE,TUNA,12 OZ
822558,1277,DRUG GM,National,DISPOSIBLE FOILWARE,DISPOSABLE FOILWARE,2 CT
822565,2066,DRUG GM,National,TOYS AND GAMES,GREAT GIFTS, 
822582,751,GROCERY,National,FACIAL TISS/DNR NAPKIN,FACIAL TISSUE & PAPER HANDKE,85 CT
822583,764,GROCERY,National,LAUNDRY DETERGENTS,POWDER LAUNDRY DETERGENT,40 LOADS
822613,1566,DRUG GM,National,CANDLES/ACCESSORIES,POTPOURRI INCENSE, 
822618,5750,NUTRITION,National,CHIPS&SNACKS,SPECIALTY SNACKS (SOYNUTS/TRAI,2 OZ
822627,615,GROCERY,National,CRACKERS/MISC BKD FD,SPECIALTY CRACKERS,7 OZ
822629,1046,GROCERY,National,COFFEE,GROUND FLVR REG COFFEE,11.5 OZ
822646,69,GROCERY,Private,COLD CEREAL,ADULT CEREAL,14 OZ
822647,2,MISC. TRANS.,National,NO COMMODITY DESCRIPTION,NO SUBCOMMODITY DESCRIPTION, 
822654,693,DRUG GM,National,CANDY - PACKAGED,SEASONAL CANDY BAGS-CHOCOLATE,12 OZ
822675,69,DRUG GM,Private,FIRST AID PRODUCTS,MISC. FIRST AID PRODUCTS,100 CT
822677,69,GROCERY,Private,SOFT DRINKS,SFT DRNK 2 LITER BTL CARB INCL,2 LTR
822685,557,NUTRITION,National,FROZEN,FROZEN MEAT (VEGETARIAN),9 OZ
822687,1469,GROCERY,National,CONVENIENT BRKFST/WHLSM SNACKS,FRUIT SNACKS,9 OZ
822739,69,GROCERY,Private,MILK BY-PRODUCTS,AEROSOL TOPPINGS,14 OZ
822768,69,DRUG GM,Private,VITAMINS,VITAMIN - NON HERBAL SUPPLEMEN, 
822781,2082,MEAT-PCKGD,National,DINNER SAUSAGE,SMOKED/COOKED,16 OZ
822785,69,GROCERY,Private,COCOA MIXES,MALTED MLK/SYRUP/PWDRS (EGGNOG,24 OZ
822788,2,PRODUCE,National,ORGANICS FRUIT & VEGETABLES,ORGANIC POTATOES,40 LB
822794,1545,DRUG GM,National,HARDWARE SUPPLIES,CLOSET ACCESSORIES, 
822812,4997,DRUG GM,National,BABY HBC,COTTON COTTON SWABS, 
822814,2497,GROCERY,National,DOMESTIC WINE,POPULAR 750ML WINES,750ML
822818,522,DRUG GM,National,AUDIO/VIDEO PRODUCTS,AGE RESTRICTED DVD S, 
822848,2146,GROCERY,National,FACIAL TISS/DNR NAPKIN,PAPER NAPKINS,40 CT
822860,584,GROCERY,National,FLOUR & MEALS,CORNMEAL,80 OZ
822890,2350,DRUG GM,National,HAIR CARE PRODUCTS,HAIR CONDITIONERS AND RINSES, 
822892,499,PRODUCE,National,POPCORN,POPCORN - MICROWAVE,2/3.5 OZ
822936,69,GROCERY,Private,SOUP,CONDENSED SOUP,10.75 OZ
822941,69,PRODUCE,Private,APPLES,APPLES RED DELICIOUS (BULK&BAG,5 LB
822944,69,GROCERY,Private,SALD DRSNG/SNDWCH SPRD,SEMI-SOLID SALAD DRESSING MAY,32 OZ
822965,165,GROCERY,National,FRZN VEGETABLE/VEG DSH,FRZN BAGGED VEGETABLES - PLAIN,16 OZ
822966,69,GROCERY,Private,OLIVES,RIPE OLIVES,5.75 OZ
822970,1083,GROCERY,National,HISPANIC,ORIENTAL FOODS AND MEALS,42 OZ
822984,2387,GROCERY,National,BEERS/ALES,BEERALEMALT LIQUORS,12 OZ
822985,170,GROCERY,National,FRUIT - SHELF STABLE,FRUIT BOWL AND CUPS,6/3.9 OZ
822989,1492,DRUG GM,National,HAND/BODY/FACIAL PRODUCTS,HAND/BODY/FACIAL (MEDICATED), 
822993,1866,GROCERY,National,HISPANIC,AUTHENTIC JAPANESE FOODS,5 LB
823031,514,GROCERY,National,HISPANIC,MEXICAN TACO TOSTADO SHELLS,100 CT
823098,1230,GROCERY,National,FRZN MEAT/MEAT DINNERS,FRZN SS PREMIUM ENTREES/DNRS/N,10.8 OZ
823099,1882,GROCERY,National,BAKED BREAD/BUNS/ROLLS,PREMIUM BREAD,24 OZ
823119,1251,GROCERY,National,SOUP,MICROWAVABLE SOUPS,10.75 OZ
823129,69,DRUG GM,Private,KITCHEN GADGETS,GADGETS/TOOLS, 
823169,69,GROCERY,Private,FLUID MILK PRODUCTS,CHOCOLATE MILK,6PK/8 OZ
823176,931,GROCERY,National,WAREHOUSE SNACKS,MISC SNACKS,7 OZ
823194,1046,GROCERY,National,BAKING NEEDS,BREADINGS  COATINGS CRUMBS,5.75 OZ
823265,69,GROCERY,Private,FRZN VEGETABLE/VEG DSH,FRZN BAGGED VEGETABLES - PLAIN,20 OZ
823266,1272,GROCERY,National,DISHWASH DETERGENTS,AUTO DISH DETERGENT - GEL,75 OZ
823278,78,GROCERY,National,HISPANIC,AUTHENTIC JAPANESE FOODS,3.5 OZ
823336,69,GROCERY,Private,PNT BTR/JELLY/JAMS,PRESERVES JAM MARMALADE,12 OZ
823348,2996,MEAT,National,LAMB,CHUCK/SHOULDER, 
823351,5726,DRUG GM,National,STATIONERY & SCHOOL SUPPLIES,THERMOS, 
823356,289,GROCERY,National,MISC. DAIRY,MISC DAIRY REFIGERATED,20 OZ
823358,1578,DRUG GM,National,MAGAZINE,AUTOMOBILE-MAGAZINE, 
823365,1423,GROCERY,National,FROZEN PIZZA,SNACKS/APPETIZERS,14 OZ
823367,1621,GROCERY,National,BAKING NEEDS,CAKE DECORS - BIRTHDAY CANDLES, 
823368,2,COUP/STR & MFG,National,COUPONS/STORE & MFG,COUPONS/STORE & MFG, 
823482,69,GROCERY,Private,OLIVES,GREEN OLIVES,4.75 OZ
823502,334,GROCERY,National,SPICES & EXTRACTS,SPICES & SEASONINGS,2.9 OZ
823503,36,GROCERY,National,PICKLE/RELISH/PKLD VEG,PICKLES,16 OZ
823530,1604,GROCERY,National,BAG SNACKS,POTATO CHIPS,16 OZ
823565,69,GROCERY,Private,COLD CEREAL,KIDS CEREAL,13 OZ
823576,436,GROCERY,National,REFRGRATD JUICES/DRNKS,DAIRY CASE 100% PURE JUICE - O,128 OZ
823626,206,DRUG GM,National,COLD AND FLU,COLD AND FLU, 
823641,1087,SEAFOOD-PCKGD,National,SEAFOOD - FROZEN,FRZN BRD STICK/PORTON,19 OZ
823646,94,DRUG GM,National,CANDY - PACKAGED,SEASONAL CANDY BAGS NON-CHOCOL,13 OZ
823653,69,GROCERY,Private,FRUIT - SHELF STABLE,PINEAPPLE,8 OZ
823687,1251,GROCERY,National,SOUP,CONDENSED SOUP,10.5 OZ
823695,69,GROCERY,Private,DRY SAUCES/GRAVY,COOKING BAGS WITH SPICES/SEASO,1.6 OZ
823704,2082,MEAT-PCKGD,National,BREAKFAST SAUSAGE/SANDWICHES,ROLLS - PORK,16 OZ
823709,69,GROCERY,Private,HOT CEREAL,INSTANT OATMEAL,12 OZ
823721,317,GROCERY,National,CHEESE,GRATED CHEESE,8 OZ
823750,4758,MEAT,National,PORK,RIBS, 
823758,560,GROCERY,National,MARGARINES,MARGARINE  STICK,L    16 OZ
823775,1194,GROCERY,National,REFRGRATD JUICES/DRNKS,DAIRY CASE 100% PURE JUICE - O,128 OZ
823788,2143,GROCERY,National,DRY NOODLES/PASTA,NOODLES DRY,16 OZ
823790,69,GROCERY,Private,CHEESE,STRING CHEESE,7.5 OZ
823795,5014,COSMETICS,National,MAKEUP AND TREATMENT,IMPLEMENTS SETS, 
823798,2060,DRUG GM,National,HAND/BODY/FACIAL PRODUCTS,FACIAL SOAPS-SCRUBS-MASKS,30 CT
823840,347,NUTRITION,National,CEREAL/BREAKFAST,CEREAL - COLD,14 OZ
823850,939,GROCERY,National,DRY SAUCES/GRAVY,SAUCE MIXES GRAVY MIXES DRY,2.75 OZ
823862,69,DELI,Private,CHICKEN/POULTRY,CHIX: ROTISSERIE (HOT), 
823910,226,GROCERY,National,DOMESTIC WINE,POPULAR 750ML WINES,750 ML
823915,69,GROCERY,Private,DRY SAUCES/GRAVY,GRAVY CAN/GLASS,12 OZ
